test	struct	rep	count	variable	value
insert	rstack	4	2000	envcount	3942
remove	rstack	4	2000	envcount	1942
mix	rstack	4	2000	envcount	2610
insert	rdeque	4	2000	envcount	3944
remove	rdeque	4	2000	envcount	1944
mix	rdeque	4	2000	envcount	2612
insert	rpqueue	4	2000	envcount	3945
remove	rpqueue	4	2000	envcount	1945
mix	rpqueue	4	2000	envcount	5831
insert	rstack	5	2000	envcount	3942
remove	rstack	5	2000	envcount	1942
mix	rstack	5	2000	envcount	2610
insert	rdeque	5	2000	envcount	3944
remove	rdeque	5	2000	envcount	1944
mix	rdeque	5	2000	envcount	2612
insert	rpqueue	5	2000	envcount	3945
remove	rpqueue	5	2000	envcount	1945
mix	rpqueue	5	2000	envcount	5831
insert	rstack	6	2000	envcount	3942
remove	rstack	6	2000	envcount	1942
mix	rstack	6	2000	envcount	2610
insert	rdeque	6	2000	envcount	3944
remove	rdeque	6	2000	envcount	1944
mix	rdeque	6	2000	envcount	2612
insert	rpqueue	6	2000	envcount	3945
remove	rpqueue	6	2000	envcount	1945
mix	rpqueue	6	2000	envcount	5831
insert	rstack	7	2000	envcount	3942
remove	rstack	7	2000	envcount	1942
mix	rstack	7	2000	envcount	2610
insert	rdeque	7	2000	envcount	3944
remove	rdeque	7	2000	envcount	1944
mix	rdeque	7	2000	envcount	2612
insert	rpqueue	7	2000	envcount	3945
remove	rpqueue	7	2000	envcount	1945
mix	rpqueue	7	2000	envcount	5831
insert	rstack	8	2000	envcount	3942
remove	rstack	8	2000	envcount	1942
mix	rstack	8	2000	envcount	2610
insert	rdeque	8	2000	envcount	3944
remove	rdeque	8	2000	envcount	1944
mix	rdeque	8	2000	envcount	2612
insert	rpqueue	8	2000	envcount	3945
remove	rpqueue	8	2000	envcount	1945
mix	rpqueue	8	2000	envcount	5831
insert	rstack	9	2000	envcount	3942
remove	rstack	9	2000	envcount	1942
mix	rstack	9	2000	envcount	2610
insert	rdeque	9	2000	envcount	3944
remove	rdeque	9	2000	envcount	1944
mix	rdeque	9	2000	envcount	2612
insert	rpqueue	9	2000	envcount	3945
remove	rpqueue	9	2000	envcount	1945
mix	rpqueue	9	2000	envcount	5831
insert	rstack	10	2000	envcount	3942
remove	rstack	10	2000	envcount	1942
mix	rstack	10	2000	envcount	2610
insert	rdeque	10	2000	envcount	3944
remove	rdeque	10	2000	envcount	1944
mix	rdeque	10	2000	envcount	2612
insert	rpqueue	10	2000	envcount	3945
remove	rpqueue	10	2000	envcount	1945
mix	rpqueue	10	2000	envcount	5831
insert	rstack	1	3000	envcount	4942
remove	rstack	1	3000	envcount	1942
mix	rstack	1	3000	envcount	2942
insert	rdeque	1	3000	envcount	4944
remove	rdeque	1	3000	envcount	1944
mix	rdeque	1	3000	envcount	2944
insert	rpqueue	1	3000	envcount	16404
remove	rpqueue	1	3000	envcount	1945
mix	rpqueue	1	3000	envcount	2945
insert	rstack	2	3000	envcount	4942
remove	rstack	2	3000	envcount	1942
mix	rstack	2	3000	envcount	2942
insert	rdeque	2	3000	envcount	4944
remove	rdeque	2	3000	envcount	1944
mix	rdeque	2	3000	envcount	2944
insert	rpqueue	2	3000	envcount	16404
remove	rpqueue	2	3000	envcount	1945
mix	rpqueue	2	3000	envcount	2945
insert	rstack	3	3000	envcount	4942
remove	rstack	3	3000	envcount	1942
mix	rstack	3	3000	envcount	2942
insert	rdeque	3	3000	envcount	4944
remove	rdeque	3	3000	envcount	1944
mix	rdeque	3	3000	envcount	2944
insert	rpqueue	3	3000	envcount	16404
remove	rpqueue	3	3000	envcount	1945
mix	rpqueue	3	3000	envcount	2945
insert	rstack	4	3000	envcount	4942
remove	rstack	4	3000	envcount	1942
mix	rstack	4	3000	envcount	2942
insert	rdeque	4	3000	envcount	4944
remove	rdeque	4	3000	envcount	1944
mix	rdeque	4	3000	envcount	2944
insert	rpqueue	4	3000	envcount	16404
remove	rpqueue	4	3000	envcount	1945
mix	rpqueue	4	3000	envcount	2945
insert	rstack	5	3000	envcount	4942
remove	rstack	5	3000	envcount	1942
mix	rstack	5	3000	envcount	2942
insert	rdeque	5	3000	envcount	4944
remove	rdeque	5	3000	envcount	1944
mix	rdeque	5	3000	envcount	2944
insert	rpqueue	5	3000	envcount	16404
remove	rpqueue	5	3000	envcount	1945
mix	rpqueue	5	3000	envcount	2945
insert	rstack	6	3000	envcount	4942
remove	rstack	6	3000	envcount	1942
mix	rstack	6	3000	envcount	2942
insert	rdeque	6	3000	envcount	4944
remove	rdeque	6	3000	envcount	1944
mix	rdeque	6	3000	envcount	2944
insert	rpqueue	6	3000	envcount	16404
remove	rpqueue	6	3000	envcount	1945
mix	rpqueue	6	3000	envcount	2945
insert	rstack	7	3000	envcount	4942
remove	rstack	7	3000	envcount	1942
mix	rstack	7	3000	envcount	2942
insert	rdeque	7	3000	envcount	4944
remove	rdeque	7	3000	envcount	1944
mix	rdeque	7	3000	envcount	2944
insert	rpqueue	7	3000	envcount	16404
remove	rpqueue	7	3000	envcount	1945
mix	rpqueue	7	3000	envcount	2945
insert	rstack	8	3000	envcount	4942
remove	rstack	8	3000	envcount	1942
mix	rstack	8	3000	envcount	2942
insert	rdeque	8	3000	envcount	4944
remove	rdeque	8	3000	envcount	1944
mix	rdeque	8	3000	envcount	2944
insert	rpqueue	8	3000	envcount	16404
remove	rpqueue	8	3000	envcount	1945
mix	rpqueue	8	3000	envcount	2945
insert	rstack	9	3000	envcount	4942
remove	rstack	9	3000	envcount	1942
mix	rstack	9	3000	envcount	2942
insert	rdeque	9	3000	envcount	4944
remove	rdeque	9	3000	envcount	1944
mix	rdeque	9	3000	envcount	2944
insert	rpqueue	9	3000	envcount	16404
remove	rpqueue	9	3000	envcount	1945
mix	rpqueue	9	3000	envcount	2945
insert	rstack	10	3000	envcount	4942
remove	rstack	10	3000	envcount	1942
mix	rstack	10	3000	envcount	2942
insert	rdeque	10	3000	envcount	4944
remove	rdeque	10	3000	envcount	1944
mix	rdeque	10	3000	envcount	2944
insert	rpqueue	10	3000	envcount	16404
remove	rpqueue	10	3000	envcount	1945
mix	rpqueue	10	3000	envcount	2945
insert	rstack	1	4000	envcount	5942
remove	rstack	1	4000	envcount	1942
mix	rstack	1	4000	envcount	3276
insert	rdeque	1	4000	envcount	5944
remove	rdeque	1	4000	envcount	1944
mix	rdeque	1	4000	envcount	3278
insert	rpqueue	1	4000	envcount	5945
remove	rpqueue	1	4000	envcount	1945
mix	rpqueue	1	4000	envcount	3279
insert	rstack	2	4000	envcount	5942
remove	rstack	2	4000	envcount	1942
mix	rstack	2	4000	envcount	3276
insert	rdeque	2	4000	envcount	5944
remove	rdeque	2	4000	envcount	1944
mix	rdeque	2	4000	envcount	3278
insert	rpqueue	2	4000	envcount	5945
remove	rpqueue	2	4000	envcount	1945
mix	rpqueue	2	4000	envcount	3279
insert	rstack	3	4000	envcount	5942
remove	rstack	3	4000	envcount	1942
mix	rstack	3	4000	envcount	3276
insert	rdeque	3	4000	envcount	5944
remove	rdeque	3	4000	envcount	1944
mix	rdeque	3	4000	envcount	3278
insert	rpqueue	3	4000	envcount	5945
remove	rpqueue	3	4000	envcount	1945
mix	rpqueue	3	4000	envcount	3279
insert	rstack	4	4000	envcount	5942
remove	rstack	4	4000	envcount	1942
mix	rstack	4	4000	envcount	3276
insert	rdeque	4	4000	envcount	5944
remove	rdeque	4	4000	envcount	1944
mix	rdeque	4	4000	envcount	3278
insert	rpqueue	4	4000	envcount	5945
remove	rpqueue	4	4000	envcount	1945
mix	rpqueue	4	4000	envcount	3279
insert	rstack	5	4000	envcount	5942
remove	rstack	5	4000	envcount	1942
mix	rstack	5	4000	envcount	3276
insert	rdeque	5	4000	envcount	5944
remove	rdeque	5	4000	envcount	1944
mix	rdeque	5	4000	envcount	3278
insert	rpqueue	5	4000	envcount	5945
remove	rpqueue	5	4000	envcount	1945
mix	rpqueue	5	4000	envcount	3279
insert	rstack	6	4000	envcount	5942
remove	rstack	6	4000	envcount	1942
mix	rstack	6	4000	envcount	3276
insert	rdeque	6	4000	envcount	5944
remove	rdeque	6	4000	envcount	1944
mix	rdeque	6	4000	envcount	3278
insert	rpqueue	6	4000	envcount	5945
remove	rpqueue	6	4000	envcount	1945
mix	rpqueue	6	4000	envcount	3279
insert	rstack	7	4000	envcount	5942
remove	rstack	7	4000	envcount	1942
mix	rstack	7	4000	envcount	3276
insert	rdeque	7	4000	envcount	5944
remove	rdeque	7	4000	envcount	1944
mix	rdeque	7	4000	envcount	3278
insert	rpqueue	7	4000	envcount	5945
remove	rpqueue	7	4000	envcount	1945
mix	rpqueue	7	4000	envcount	3279
insert	rstack	8	4000	envcount	5942
remove	rstack	8	4000	envcount	1942
mix	rstack	8	4000	envcount	3276
insert	rdeque	8	4000	envcount	5944
remove	rdeque	8	4000	envcount	1944
mix	rdeque	8	4000	envcount	3278
insert	rpqueue	8	4000	envcount	5945
remove	rpqueue	8	4000	envcount	1945
mix	rpqueue	8	4000	envcount	3279
insert	rstack	9	4000	envcount	5942
remove	rstack	9	4000	envcount	1942
mix	rstack	9	4000	envcount	3276
insert	rdeque	9	4000	envcount	5944
remove	rdeque	9	4000	envcount	1944
mix	rdeque	9	4000	envcount	3278
insert	rpqueue	9	4000	envcount	5945
remove	rpqueue	9	4000	envcount	1945
mix	rpqueue	9	4000	envcount	3279
insert	rstack	10	4000	envcount	5942
remove	rstack	10	4000	envcount	1942
mix	rstack	10	4000	envcount	3276
insert	rdeque	10	4000	envcount	5944
remove	rdeque	10	4000	envcount	1944
mix	rdeque	10	4000	envcount	3278
insert	rpqueue	10	4000	envcount	5945
remove	rpqueue	10	4000	envcount	1945
mix	rpqueue	10	4000	envcount	3279
insert	rstack	1	5000	envcount	6942
remove	rstack	1	5000	envcount	1942
mix	rstack	1	5000	envcount	3610
insert	rdeque	1	5000	envcount	6944
remove	rdeque	1	5000	envcount	1944
mix	rdeque	1	5000	envcount	3612
insert	rpqueue	1	5000	envcount	17828
remove	rpqueue	1	5000	envcount	1945
mix	rpqueue	1	5000	envcount	3613
insert	rstack	2	5000	envcount	6942
remove	rstack	2	5000	envcount	1942
mix	rstack	2	5000	envcount	3610
insert	rdeque	2	5000	envcount	6944
remove	rdeque	2	5000	envcount	1944
mix	rdeque	2	5000	envcount	3612
insert	rpqueue	2	5000	envcount	17828
remove	rpqueue	2	5000	envcount	1945
mix	rpqueue	2	5000	envcount	3613
insert	rstack	3	5000	envcount	6942
remove	rstack	3	5000	envcount	1942
mix	rstack	3	5000	envcount	3610
insert	rdeque	3	5000	envcount	6944
remove	rdeque	3	5000	envcount	1944
mix	rdeque	3	5000	envcount	3612
insert	rpqueue	3	5000	envcount	17828
remove	rpqueue	3	5000	envcount	1945
mix	rpqueue	3	5000	envcount	3613
insert	rstack	4	5000	envcount	6942
remove	rstack	4	5000	envcount	1942
mix	rstack	4	5000	envcount	3610
insert	rdeque	4	5000	envcount	6944
remove	rdeque	4	5000	envcount	1944
mix	rdeque	4	5000	envcount	3612
insert	rpqueue	4	5000	envcount	17828
remove	rpqueue	4	5000	envcount	1945
mix	rpqueue	4	5000	envcount	3613
insert	rstack	5	5000	envcount	6942
remove	rstack	5	5000	envcount	1942
mix	rstack	5	5000	envcount	3610
insert	rdeque	5	5000	envcount	6944
remove	rdeque	5	5000	envcount	1944
mix	rdeque	5	5000	envcount	3612
insert	rpqueue	5	5000	envcount	17828
remove	rpqueue	5	5000	envcount	1945
mix	rpqueue	5	5000	envcount	3613
insert	rstack	6	5000	envcount	6942
remove	rstack	6	5000	envcount	1942
mix	rstack	6	5000	envcount	3610
insert	rdeque	6	5000	envcount	6944
remove	rdeque	6	5000	envcount	1944
mix	rdeque	6	5000	envcount	3612
insert	rpqueue	6	5000	envcount	17828
remove	rpqueue	6	5000	envcount	1945
mix	rpqueue	6	5000	envcount	3613
insert	rstack	7	5000	envcount	6942
remove	rstack	7	5000	envcount	1942
mix	rstack	7	5000	envcount	3610
insert	rdeque	7	5000	envcount	6944
remove	rdeque	7	5000	envcount	1944
mix	rdeque	7	5000	envcount	3612
insert	rpqueue	7	5000	envcount	17828
remove	rpqueue	7	5000	envcount	1945
mix	rpqueue	7	5000	envcount	3613
insert	rstack	8	5000	envcount	6942
remove	rstack	8	5000	envcount	1942
mix	rstack	8	5000	envcount	3610
insert	rdeque	8	5000	envcount	6944
remove	rdeque	8	5000	envcount	1944
mix	rdeque	8	5000	envcount	3612
insert	rpqueue	8	5000	envcount	17828
remove	rpqueue	8	5000	envcount	1945
mix	rpqueue	8	5000	envcount	3613
insert	rstack	9	5000	envcount	6942
remove	rstack	9	5000	envcount	1942
mix	rstack	9	5000	envcount	3610
insert	rdeque	9	5000	envcount	6944
remove	rdeque	9	5000	envcount	1944
mix	rdeque	9	5000	envcount	3612
insert	rpqueue	9	5000	envcount	17828
remove	rpqueue	9	5000	envcount	1945
mix	rpqueue	9	5000	envcount	3613
insert	rstack	10	5000	envcount	6942
remove	rstack	10	5000	envcount	1942
mix	rstack	10	5000	envcount	3610
insert	rdeque	10	5000	envcount	6944
remove	rdeque	10	5000	envcount	1944
mix	rdeque	10	5000	envcount	3612
insert	rpqueue	10	5000	envcount	17828
remove	rpqueue	10	5000	envcount	1945
mix	rpqueue	10	5000	envcount	3613
insert	rstack	1	6000	envcount	7942
remove	rstack	1	6000	envcount	1942
mix	rstack	1	6000	envcount	3942
insert	rdeque	1	6000	envcount	7944
remove	rdeque	1	6000	envcount	1944
mix	rdeque	1	6000	envcount	3944
insert	rpqueue	1	6000	envcount	30828
remove	rpqueue	1	6000	envcount	1945
mix	rpqueue	1	6000	envcount	9976
insert	rstack	2	6000	envcount	7942
remove	rstack	2	6000	envcount	1942
mix	rstack	2	6000	envcount	3942
insert	rdeque	2	6000	envcount	7944
remove	rdeque	2	6000	envcount	1944
mix	rdeque	2	6000	envcount	3944
insert	rpqueue	2	6000	envcount	30828
remove	rpqueue	2	6000	envcount	1945
mix	rpqueue	2	6000	envcount	9976
insert	rstack	3	6000	envcount	7942
remove	rstack	3	6000	envcount	1942
mix	rstack	3	6000	envcount	3942
insert	rdeque	3	6000	envcount	7944
remove	rdeque	3	6000	envcount	1944
mix	rdeque	3	6000	envcount	3944
insert	rpqueue	3	6000	envcount	30828
remove	rpqueue	3	6000	envcount	1945
mix	rpqueue	3	6000	envcount	9976
insert	rstack	4	6000	envcount	7942
remove	rstack	4	6000	envcount	1942
mix	rstack	4	6000	envcount	3942
insert	rdeque	4	6000	envcount	7944
remove	rdeque	4	6000	envcount	1944
mix	rdeque	4	6000	envcount	3944
insert	rpqueue	4	6000	envcount	30828
remove	rpqueue	4	6000	envcount	1945
mix	rpqueue	4	6000	envcount	9976
insert	rstack	5	6000	envcount	7942
remove	rstack	5	6000	envcount	1942
mix	rstack	5	6000	envcount	3942
insert	rdeque	5	6000	envcount	7944
remove	rdeque	5	6000	envcount	1944
mix	rdeque	5	6000	envcount	3944
insert	rpqueue	5	6000	envcount	30828
remove	rpqueue	5	6000	envcount	1945
mix	rpqueue	5	6000	envcount	9976
insert	rstack	6	6000	envcount	7942
remove	rstack	6	6000	envcount	1942
mix	rstack	6	6000	envcount	3942
insert	rdeque	6	6000	envcount	7944
remove	rdeque	6	6000	envcount	1944
mix	rdeque	6	6000	envcount	3944
insert	rpqueue	6	6000	envcount	30828
remove	rpqueue	6	6000	envcount	1945
mix	rpqueue	6	6000	envcount	9976
insert	rstack	7	6000	envcount	7942
remove	rstack	7	6000	envcount	1942
mix	rstack	7	6000	envcount	3942
insert	rdeque	7	6000	envcount	7944
remove	rdeque	7	6000	envcount	1944
mix	rdeque	7	6000	envcount	3944
insert	rpqueue	7	6000	envcount	30828
remove	rpqueue	7	6000	envcount	1945
mix	rpqueue	7	6000	envcount	9976
insert	rstack	8	6000	envcount	7942
remove	rstack	8	6000	envcount	1942
mix	rstack	8	6000	envcount	3942
insert	rdeque	8	6000	envcount	7944
remove	rdeque	8	6000	envcount	1944
mix	rdeque	8	6000	envcount	3944
insert	rpqueue	8	6000	envcount	30828
remove	rpqueue	8	6000	envcount	1945
mix	rpqueue	8	6000	envcount	9976
insert	rstack	9	6000	envcount	7942
remove	rstack	9	6000	envcount	1942
mix	rstack	9	6000	envcount	3942
insert	rdeque	9	6000	envcount	7944
remove	rdeque	9	6000	envcount	1944
mix	rdeque	9	6000	envcount	3944
insert	rpqueue	9	6000	envcount	30828
remove	rpqueue	9	6000	envcount	1945
mix	rpqueue	9	6000	envcount	9976
insert	rstack	10	6000	envcount	7942
remove	rstack	10	6000	envcount	1942
mix	rstack	10	6000	envcount	3942
insert	rdeque	10	6000	envcount	7944
remove	rdeque	10	6000	envcount	1944
mix	rdeque	10	6000	envcount	3944
insert	rpqueue	10	6000	envcount	30828
remove	rpqueue	10	6000	envcount	1945
mix	rpqueue	10	6000	envcount	9976
insert	rstack	1	7000	envcount	8942
remove	rstack	1	7000	envcount	1942
mix	rstack	1	7000	envcount	4276
insert	rdeque	1	7000	envcount	8944
remove	rdeque	1	7000	envcount	1944
mix	rdeque	1	7000	envcount	4278
insert	rpqueue	1	7000	envcount	8945
remove	rpqueue	1	7000	envcount	1945
mix	rpqueue	1	7000	envcount	4279
insert	rstack	2	7000	envcount	8942
remove	rstack	2	7000	envcount	1942
mix	rstack	2	7000	envcount	4276
insert	rdeque	2	7000	envcount	8944
remove	rdeque	2	7000	envcount	1944
mix	rdeque	2	7000	envcount	4278
insert	rpqueue	2	7000	envcount	8945
remove	rpqueue	2	7000	envcount	1945
mix	rpqueue	2	7000	envcount	4279
insert	rstack	3	7000	envcount	8942
remove	rstack	3	7000	envcount	1942
mix	rstack	3	7000	envcount	4276
insert	rdeque	3	7000	envcount	8944
remove	rdeque	3	7000	envcount	1944
mix	rdeque	3	7000	envcount	4278
insert	rpqueue	3	7000	envcount	8945
remove	rpqueue	3	7000	envcount	1945
mix	rpqueue	3	7000	envcount	4279
insert	rstack	4	7000	envcount	8942
remove	rstack	4	7000	envcount	1942
mix	rstack	4	7000	envcount	4276
insert	rdeque	4	7000	envcount	8944
remove	rdeque	4	7000	envcount	1944
mix	rdeque	4	7000	envcount	4278
insert	rpqueue	4	7000	envcount	8945
remove	rpqueue	4	7000	envcount	1945
mix	rpqueue	4	7000	envcount	4279
insert	rstack	5	7000	envcount	8942
remove	rstack	5	7000	envcount	1942
mix	rstack	5	7000	envcount	4276
insert	rdeque	5	7000	envcount	8944
remove	rdeque	5	7000	envcount	1944
mix	rdeque	5	7000	envcount	4278
insert	rpqueue	5	7000	envcount	8945
remove	rpqueue	5	7000	envcount	1945
mix	rpqueue	5	7000	envcount	4279
insert	rstack	6	7000	envcount	8942
remove	rstack	6	7000	envcount	1942
mix	rstack	6	7000	envcount	4276
insert	rdeque	6	7000	envcount	8944
remove	rdeque	6	7000	envcount	1944
mix	rdeque	6	7000	envcount	4278
insert	rpqueue	6	7000	envcount	8945
remove	rpqueue	6	7000	envcount	1945
mix	rpqueue	6	7000	envcount	4279
insert	rstack	7	7000	envcount	8942
remove	rstack	7	7000	envcount	1942
mix	rstack	7	7000	envcount	4276
insert	rdeque	7	7000	envcount	8944
remove	rdeque	7	7000	envcount	1944
mix	rdeque	7	7000	envcount	4278
insert	rpqueue	7	7000	envcount	8945
remove	rpqueue	7	7000	envcount	1945
mix	rpqueue	7	7000	envcount	4279
insert	rstack	8	7000	envcount	8942
remove	rstack	8	7000	envcount	1942
mix	rstack	8	7000	envcount	4276
insert	rdeque	8	7000	envcount	8944
remove	rdeque	8	7000	envcount	1944
mix	rdeque	8	7000	envcount	4278
insert	rpqueue	8	7000	envcount	8945
remove	rpqueue	8	7000	envcount	1945
mix	rpqueue	8	7000	envcount	4279
insert	rstack	9	7000	envcount	8942
remove	rstack	9	7000	envcount	1942
mix	rstack	9	7000	envcount	4276
insert	rdeque	9	7000	envcount	8944
remove	rdeque	9	7000	envcount	1944
mix	rdeque	9	7000	envcount	4278
insert	rpqueue	9	7000	envcount	8945
remove	rpqueue	9	7000	envcount	1945
mix	rpqueue	9	7000	envcount	4279
insert	rstack	10	7000	envcount	8942
remove	rstack	10	7000	envcount	1942
mix	rstack	10	7000	envcount	4276
insert	rdeque	10	7000	envcount	8944
remove	rdeque	10	7000	envcount	1944
mix	rdeque	10	7000	envcount	4278
insert	rpqueue	10	7000	envcount	8945
remove	rpqueue	10	7000	envcount	1945
mix	rpqueue	10	7000	envcount	4279
insert	rstack	1	8000	envcount	9942
remove	rstack	1	8000	envcount	1942
mix	rstack	1	8000	envcount	4610
insert	rdeque	1	8000	envcount	9944
remove	rdeque	1	8000	envcount	1944
mix	rdeque	1	8000	envcount	4612
insert	rpqueue	1	8000	envcount	9945
remove	rpqueue	1	8000	envcount	1945
mix	rpqueue	1	8000	envcount	12617
insert	rstack	2	8000	envcount	9942
remove	rstack	2	8000	envcount	1942
mix	rstack	2	8000	envcount	4610
insert	rdeque	2	8000	envcount	9944
remove	rdeque	2	8000	envcount	1944
mix	rdeque	2	8000	envcount	4612
insert	rpqueue	2	8000	envcount	9945
remove	rpqueue	2	8000	envcount	1945
mix	rpqueue	2	8000	envcount	12617
insert	rstack	3	8000	envcount	9942
remove	rstack	3	8000	envcount	1942
mix	rstack	3	8000	envcount	4610
insert	rdeque	3	8000	envcount	9944
remove	rdeque	3	8000	envcount	1944
mix	rdeque	3	8000	envcount	4612
insert	rpqueue	3	8000	envcount	9945
remove	rpqueue	3	8000	envcount	1945
mix	rpqueue	3	8000	envcount	12617
insert	rstack	4	8000	envcount	9942
remove	rstack	4	8000	envcount	1942
mix	rstack	4	8000	envcount	4610
insert	rdeque	4	8000	envcount	9944
remove	rdeque	4	8000	envcount	1944
mix	rdeque	4	8000	envcount	4612
insert	rpqueue	4	8000	envcount	9945
remove	rpqueue	4	8000	envcount	1945
mix	rpqueue	4	8000	envcount	12617
insert	rstack	5	8000	envcount	9942
remove	rstack	5	8000	envcount	1942
mix	rstack	5	8000	envcount	4610
insert	rdeque	5	8000	envcount	9944
remove	rdeque	5	8000	envcount	1944
mix	rdeque	5	8000	envcount	4612
insert	rpqueue	5	8000	envcount	9945
remove	rpqueue	5	8000	envcount	1945
mix	rpqueue	5	8000	envcount	12617
insert	rstack	6	8000	envcount	9942
remove	rstack	6	8000	envcount	1942
mix	rstack	6	8000	envcount	4610
insert	rdeque	6	8000	envcount	9944
remove	rdeque	6	8000	envcount	1944
mix	rdeque	6	8000	envcount	4612
insert	rpqueue	6	8000	envcount	9945
remove	rpqueue	6	8000	envcount	1945
mix	rpqueue	6	8000	envcount	12617
insert	rstack	7	8000	envcount	9942
remove	rstack	7	8000	envcount	1942
mix	rstack	7	8000	envcount	4610
insert	rdeque	7	8000	envcount	9944
remove	rdeque	7	8000	envcount	1944
mix	rdeque	7	8000	envcount	4612
insert	rpqueue	7	8000	envcount	9945
remove	rpqueue	7	8000	envcount	1945
mix	rpqueue	7	8000	envcount	12617
insert	rstack	8	8000	envcount	9942
remove	rstack	8	8000	envcount	1942
mix	rstack	8	8000	envcount	4610
insert	rdeque	8	8000	envcount	9944
remove	rdeque	8	8000	envcount	1944
mix	rdeque	8	8000	envcount	4612
insert	rpqueue	8	8000	envcount	9945
remove	rpqueue	8	8000	envcount	1945
mix	rpqueue	8	8000	envcount	12617
insert	rstack	9	8000	envcount	9942
remove	rstack	9	8000	envcount	1942
mix	rstack	9	8000	envcount	4610
insert	rdeque	9	8000	envcount	9944
remove	rdeque	9	8000	envcount	1944
mix	rdeque	9	8000	envcount	4612
insert	rpqueue	9	8000	envcount	9945
remove	rpqueue	9	8000	envcount	1945
mix	rpqueue	9	8000	envcount	12617
insert	rstack	10	8000	envcount	9942
remove	rstack	10	8000	envcount	1942
mix	rstack	10	8000	envcount	4610
insert	rdeque	10	8000	envcount	9944
remove	rdeque	10	8000	envcount	1944
mix	rdeque	10	8000	envcount	4612
insert	rpqueue	10	8000	envcount	9945
remove	rpqueue	10	8000	envcount	1945
mix	rpqueue	10	8000	envcount	12617
insert	rstack	1	9000	envcount	10942
remove	rstack	1	9000	envcount	1942
mix	rstack	1	9000	envcount	4942
insert	rdeque	1	9000	envcount	10944
remove	rdeque	1	9000	envcount	1944
mix	rdeque	1	9000	envcount	4944
insert	rpqueue	1	9000	envcount	20676
remove	rpqueue	1	9000	envcount	1945
mix	rpqueue	1	9000	envcount	4945
insert	rstack	2	9000	envcount	10942
remove	rstack	2	9000	envcount	1942
mix	rstack	2	9000	envcount	4942
insert	rdeque	2	9000	envcount	10944
remove	rdeque	2	9000	envcount	1944
mix	rdeque	2	9000	envcount	4944
insert	rpqueue	2	9000	envcount	20676
remove	rpqueue	2	9000	envcount	1945
mix	rpqueue	2	9000	envcount	4945
insert	rstack	3	9000	envcount	10942
remove	rstack	3	9000	envcount	1942
mix	rstack	3	9000	envcount	4942
insert	rdeque	3	9000	envcount	10944
remove	rdeque	3	9000	envcount	1944
mix	rdeque	3	9000	envcount	4944
insert	rpqueue	3	9000	envcount	20676
remove	rpqueue	3	9000	envcount	1945
mix	rpqueue	3	9000	envcount	4945
insert	rstack	4	9000	envcount	10942
remove	rstack	4	9000	envcount	1942
mix	rstack	4	9000	envcount	4942
insert	rdeque	4	9000	envcount	10944
remove	rdeque	4	9000	envcount	1944
mix	rdeque	4	9000	envcount	4944
insert	rpqueue	4	9000	envcount	20676
remove	rpqueue	4	9000	envcount	1945
mix	rpqueue	4	9000	envcount	4945
insert	rstack	5	9000	envcount	10942
remove	rstack	5	9000	envcount	1942
mix	rstack	5	9000	envcount	4942
insert	rdeque	5	9000	envcount	10944
remove	rdeque	5	9000	envcount	1944
mix	rdeque	5	9000	envcount	4944
insert	rpqueue	5	9000	envcount	20676
remove	rpqueue	5	9000	envcount	1945
mix	rpqueue	5	9000	envcount	4945
insert	rstack	6	9000	envcount	10942
remove	rstack	6	9000	envcount	1942
mix	rstack	6	9000	envcount	4942
insert	rdeque	6	9000	envcount	10944
remove	rdeque	6	9000	envcount	1944
mix	rdeque	6	9000	envcount	4944
insert	rpqueue	6	9000	envcount	20676
remove	rpqueue	6	9000	envcount	1945
mix	rpqueue	6	9000	envcount	4945
insert	rstack	7	9000	envcount	10942
remove	rstack	7	9000	envcount	1942
mix	rstack	7	9000	envcount	4942
insert	rdeque	7	9000	envcount	10944
remove	rdeque	7	9000	envcount	1944
mix	rdeque	7	9000	envcount	4944
insert	rpqueue	7	9000	envcount	20676
remove	rpqueue	7	9000	envcount	1945
mix	rpqueue	7	9000	envcount	4945
insert	rstack	8	9000	envcount	10942
remove	rstack	8	9000	envcount	1942
mix	rstack	8	9000	envcount	4942
insert	rdeque	8	9000	envcount	10944
remove	rdeque	8	9000	envcount	1944
mix	rdeque	8	9000	envcount	4944
insert	rpqueue	8	9000	envcount	20676
remove	rpqueue	8	9000	envcount	1945
mix	rpqueue	8	9000	envcount	4945
insert	rstack	9	9000	envcount	10942
remove	rstack	9	9000	envcount	1942
mix	rstack	9	9000	envcount	4942
insert	rdeque	9	9000	envcount	10944
remove	rdeque	9	9000	envcount	1944
mix	rdeque	9	9000	envcount	4944
insert	rpqueue	9	9000	envcount	20676
remove	rpqueue	9	9000	envcount	1945
mix	rpqueue	9	9000	envcount	4945
insert	rstack	10	9000	envcount	10942
remove	rstack	10	9000	envcount	1942
mix	rstack	10	9000	envcount	4942
insert	rdeque	10	9000	envcount	10944
remove	rdeque	10	9000	envcount	1944
mix	rdeque	10	9000	envcount	4944
insert	rpqueue	10	9000	envcount	20676
remove	rpqueue	10	9000	envcount	1945
mix	rpqueue	10	9000	envcount	4945
insert	rstack	1	10000	envcount	11942
remove	rstack	1	10000	envcount	1942
mix	rstack	1	10000	envcount	5276
insert	rdeque	1	10000	envcount	11944
remove	rdeque	1	10000	envcount	1944
mix	rdeque	1	10000	envcount	5278
